,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
20,FC,2024-04-16,83.6,1.94,5.91,"Miley, Wade",595777,489119,,blocked_ball,,,,,13.0,"Jurickson Profar grounds into a double play, shortstop Willy Adames to second baseman Brice Turang to first baseman Jake Bauers.   Fernando Tatis Jr.  out at 2nd.    Jurickson Profar out at 1st.",R,R,L,MIL,SD,B,,,0,2,2024,-0.36,0.61,-0.55,0.47,,,665487.0,1,2,Top,,,,,,,-5.009282309738617,-121.61746737926724,-7.35907194412612,-2.6872340716426826,22.14228566385461,-24.89428342836387,3.53,1.79,,,,83.6,2281.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.33,,,,,,,,17,3,Cutter,1,4,4,1,4,1,4,1,Standard,Standard,196.0,0.0,0.026,,,,-0.026,,-3,3,0.211,0.789,37,31,38,31,2,1,6.0,1.0,,1.0,2.63,-0.36,0.36,43.0
21,FF,2024-04-16,89.2,1.76,6.2,"Miley, Wade",595777,489119,,foul,,,,,1.0,"Jurickson Profar grounds into a double play, shortstop Willy Adames to second baseman Brice Turang to first baseman Jake Bauers.   Fernando Tatis Jr.  out at 2nd.    Jurickson Profar out at 1st.",R,R,L,MIL,SD,S,,,0,1,2024,0.49,1.45,-0.57,3.29,,,665487.0,1,2,Top,,,,,,,-6.74499610649942,-129.79182938581562,-4.219218318820154,6.941953587842862,26.480789907180263,-15.038320065998487,3.38,1.65,4.0,65.9,-36.0,89.3,2179.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.23,,,,,,,,17,2,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard,149.0,0.0,-0.061,,,,0.061,88.0,-3,3,0.211,0.789,37,31,38,31,2,1,6.0,1.0,,1.0,1.41,0.49,-0.49,49.3
22,FC,2024-04-16,83.6,1.95,6.14,"Miley, Wade",595777,489119,,foul,,,,,8.0,"Jurickson Profar grounds into a double play, shortstop Willy Adames to second baseman Brice Turang to first baseman Jake Bauers.   Fernando Tatis Jr.  out at 2nd.    Jurickson Profar out at 1st.",R,R,L,MIL,SD,S,,,0,0,2024,-0.06,0.63,-0.08,1.78,,,665487.0,1,2,Top,,,,,,,-4.558515635445279,-121.76740393741204,-4.953340215961274,0.2257248673645528,21.262401099715987,-25.185317647253093,3.38,1.65,3.0,88.0,-28.0,84.0,2294.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.27,,,,,,,,17,1,Cutter,1,4,4,1,4,1,4,1,Standard,Standard,180.0,0.0,-0.047,75.3,8.0,,0.047,88.0,-3,3,0.211,0.789,37,31,38,31,2,1,6.0,1.0,,1.0,2.6,-0.06,0.06,48.2
23,SI,2024-04-16,89.3,1.72,6.08,"Miley, Wade",665487,489119,walk,ball,,,,,13.0,Fernando Tatis Jr.  walks.,R,R,L,MIL,SD,B,,,3,2,2024,1.21,1.08,-1.04,2.26,,,,1,2,Top,,,,,,,-9.309321630730103,-129.69051453352918,-5.627576749831871,15.571712770571512,26.32350361530978,-18.97512786842474,3.95,1.97,,,,89.2,2293.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.25,,0.689131,0.7,1.0,0.0,0.0,,16,8,Sinker,1,4,4,1,4,1,4,1,Standard,Standard,156.0,-0.014,0.22,,,,-0.22,,-3,3,0.225,0.775,37,25,38,25,2,1,6.0,1.0,,1.0,1.78,1.21,-1.21,48.5
24,FC,2024-04-16,85.4,1.89,6.03,"Miley, Wade",665487,489119,,foul,,,,,14.0,Fernando Tatis Jr.  walks.,R,R,L,MIL,SD,S,,,3,2,2024,-0.42,0.65,0.1,1.51,,,,1,2,Top,,,,,,,-3.360199149525761,-124.37707366608193,-5.745410441062505,-3.789783943023676,22.736467426440047,-24.46849334642493,3.85,1.88,,,,85.6,2296.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.31,,,,,,,,16,7,Cutter,1,4,4,1,4,1,4,1,Standard,Standard,179.0,0.0,0.0,72.8,7.8,,0.0,,-3,3,0.225,0.775,37,25,38,25,2,1,6.0,1.0,,1.0,2.44,-0.42,0.42,46.2
25,FF,2024-04-16,90.4,1.77,6.25,"Miley, Wade",665487,489119,,foul,,,,,11.0,Fernando Tatis Jr.  walks.,R,R,L,MIL,SD,S,,,3,2,2024,0.16,1.6,-1.03,3.57,,,,1,2,Top,,,,,,,-7.291298592688795,-131.48487947479182,-4.142655827585662,3.3481585336155555,27.07320703150832,-12.90416655203516,3.85,1.88,144.0,63.2,63.0,90.3,2292.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.34,,,,,,,,16,6,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard,158.0,0.0,0.0,74.1,7.0,,0.0,88.0,-3,3,0.225,0.775,37,25,38,25,2,1,6.0,1.0,,1.0,1.19,0.16,-0.16,49.6
26,CH,2024-04-16,83.7,1.96,5.99,"Miley, Wade",665487,489119,,ball,,,,,14.0,Fernando Tatis Jr.  walks.,R,R,L,MIL,SD,B,,,2,2,2024,1.43,0.49,0.55,0.45,,,,1,2,Top,,,,,,,-6.070525301899195,-121.63934318619752,-7.310881807881196,15.420340705930808,23.794563222123436,-26.02724801214209,3.82,1.91,,,,83.5,1815.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.27,,,,,,,,16,5,Changeup,1,4,4,1,4,1,4,1,Standard,Standard,136.0,0.0,0.068,,,,-0.068,,-3,3,0.225,0.775,37,25,38,25,2,1,6.0,1.0,,1.0,2.77,1.43,-1.43,44.0
27,SI,2024-04-16,88.9,1.75,6.16,"Miley, Wade",665487,489119,,foul,,,,,2.0,Fernando Tatis Jr.  walks.,R,R,L,MIL,SD,S,,,2,1,2024,0.79,1.19,0.07,3.46,,,,1,2,Top,,,,,,,-5.79373459393257,-129.31619802298292,-3.0482808214163057,10.103236107443124,27.933432107423904,-18.350864002081064,3.85,1.88,190.0,88.1,62.0,88.8,2264.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.17,,,,,,,,16,4,Sinker,1,4,4,1,4,1,4,1,Standard,Standard,159.0,0.0,-0.049,71.8,6.9,,0.049,88.1,-3,3,0.225,0.775,37,25,38,25,2,1,6.0,1.0,,1.0,1.7,0.79,-0.79,48.2
28,FC,2024-04-16,85.0,1.92,6.06,"Miley, Wade",665487,489119,,called_strike,,,,,8.0,Fernando Tatis Jr.  walks.,R,R,L,MIL,SD,S,,,2,0,2024,-0.22,0.76,-0.01,2.0,,,,1,2,Top,,,,,,,-4.07619350835366,-123.65431369223565,-4.705676627356403,-1.4497242587918422,24.547155540733243,-23.683194276670218,3.9,1.88,,,,84.8,2257.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.31,,,,,,,,16,3,Cutter,1,4,4,1,4,1,4,1,Standard,Standard,176.0,0.0,-0.041,,,,0.041,,-3,3,0.225,0.775,37,25,38,25,2,1,6.0,1.0,,1.0,2.4,-0.22,0.22,47.0
29,FF,2024-04-16,88.6,1.67,6.25,"Miley, Wade",665487,489119,,ball,,,,,1.0,Fernando Tatis Jr.  walks.,R,R,L,MIL,SD,B,,,1,0,2024,0.38,1.42,-0.35,3.93,,,,1,2,Top,,,,,,,-5.720156336706298,-128.93609684168698,-2.5663632435268644,5.477334693755885,27.097261679819365,-16.029377380964867,3.88,1.94,,,,88.4,2241.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.29,,,,,,,,16,2,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard,156.0,0.0,0.046,,,,-0.046,,-3,3,0.225,0.775,37,25,38,25,2,1,6.0,1.0,,1.0,1.49,0.38,-0.38,49.8
30,FC,2024-04-16,84.7,1.87,6.1,"Miley, Wade",665487,489119,,ball,,,,,14.0,Fernando Tatis Jr.  walks.,R,R,L,MIL,SD,B,,,0,0,2024,-0.32,0.63,0.95,2.48,,,,1,2,Top,,,,,,,-1.4913602513242488,-123.40067434904245,-3.413855917238938,-3.050331959458034,23.37641851030222,-25.23266558455128,3.89,1.93,,,,84.7,2239.0,6.1,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.36,,,,,,,,16,1,Cutter,1,4,4,1,4,1,4,1,Standard,Standard,176.0,0.0,0.025,,,,-0.025,,-3,3,0.225,0.775,37,25,38,25,2,1,6.0,1.0,,1.0,2.52,-0.32,0.32,48.5
31,CU,2024-04-16,74.9,1.7,6.21,"Miley, Wade",593428,489119,field_out,hit_into_play,,,,,5.0,Xander Bogaerts flies out to center fielder Blake Perkins.,R,R,L,MIL,SD,X,8.0,fly_ball,2,2,2024,-0.57,-0.81,0.01,2.33,,,,0,2,Top,153.35,95.14,,,,,-2.493074587225189,-109.11578137380964,0.5497972352685432,-4.114219238448276,19.01257710864888,-38.95814823487499,3.62,1.68,267.0,89.7,47.0,74.8,2475.0,6.1,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.36,0.001,0.0,0.0,1.0,0.0,0.0,3.0,15,5,Curveball,1,4,4,1,4,1,4,1,Standard,Standard,310.0,0.013,-0.203,60.5,7.0,0.001,0.203,89.7,-3,3,0.212,0.788,37,31,38,32,2,1,6.0,1.0,,1.0,4.86,-0.57,0.57,51.7
32,FF,2024-04-16,88.2,1.75,6.22,"Miley, Wade",593428,489119,,ball,,,,,12.0,Xander Bogaerts flies out to center fielder Blake Perkins.,R,R,L,MIL,SD,B,,,1,2,2024,0.6,1.35,1.27,5.14,,,,0,2,Top,,,,,,,-2.40931054881055,-128.3951947666269,0.6560158137610631,7.162317011598814,26.775945772130576,-17.63233996217467,3.56,1.69,,,,87.7,2125.0,6.0,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.51,,,,,,,,15,4,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard,154.0,0.0,0.036,,,,-0.036,,-3,3,0.212,0.788,37,31,38,32,2,1,6.0,1.0,,1.0,1.58,0.6,-0.6,48.8
33,CH,2024-04-16,81.4,2.12,5.95,"Miley, Wade",593428,489119,,ball,,,,,14.0,Xander Bogaerts flies out to center fielder Blake Perkins.,R,R,L,MIL,SD,B,,,0,2,2024,1.23,0.84,0.39,-0.01,,,,0,2,Top,,,,,,,-6.244835450943866,-118.1693607648714,-8.341224504610198,12.745641350393544,22.646736756916592,-22.878710644906192,3.64,1.75,,,,81.1,1802.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.24,,,,,,,,15,3,Changeup,1,4,4,1,4,1,4,1,Standard,Standard,129.0,0.0,0.021,,,,-0.021,,-3,3,0.212,0.788,37,31,38,32,2,1,6.0,1.0,,1.0,2.62,1.23,-1.23,45.1
34,SI,2024-04-16,87.8,1.87,6.18,"Miley, Wade",593428,489119,,called_strike,,,,,4.0,Xander Bogaerts flies out to center fielder Blake Perkins.,R,R,L,MIL,SD,S,,,0,1,2024,1.13,0.98,-0.59,2.88,,,,0,2,Top,,,,,,,-8.262511015925476,-127.59460425755434,-3.8756841634198858,14.04259337424956,25.709926192834104,-20.83143097606409,3.47,1.69,,,,87.6,2117.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.3,,,,,,,,15,2,Sinker,1,4,4,1,4,1,4,1,Standard,Standard,157.0,0.0,-0.049,,,,0.049,,-3,3,0.212,0.788,37,31,38,32,2,1,6.0,1.0,,1.0,1.98,1.13,-1.13,52.3
35,FC,2024-04-16,82.3,2.16,6.18,"Miley, Wade",593428,489119,,called_strike,,,,,6.0,Xander Bogaerts flies out to center fielder Blake Perkins.,R,R,L,MIL,SD,S,,,0,0,2024,-0.42,0.78,0.73,2.92,,,,0,2,Top,,,,,,,-2.422574677460809,-119.89881335288024,-2.4251592420321333,-3.637627473614031,21.481270059911235,-24.41365506712664,3.54,1.7,,,,82.3,2148.0,6.1,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.41,,,,,,,,15,1,Cutter,1,4,4,1,4,1,4,1,Standard,Standard,174.0,0.0,-0.033,,,,0.033,,-3,3,0.212,0.788,37,31,38,32,2,1,6.0,1.0,,1.0,2.56,-0.42,0.42,47.1
36,FC,2024-04-16,86.2,2.12,6.13,"Miley, Wade",640492,489119,strikeout,called_strike,,,,,6.0,José Azocar called out on strikes.,R,R,L,MIL,SD,S,2.0,,1,2,2024,-0.43,0.77,0.29,2.2,669134.0,,666703.0,2,1,Top,,,,,,,-3.4732223077136872,-125.57824622291906,-4.730517613667273,-3.938342470081588,23.188576069551036,-23.31170528745254,3.3,1.6,,,,86.5,2364.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.28,,0.0,0.0,1.0,0.0,0.0,,9,5,Cutter,0,4,4,0,4,0,4,0,Standard,Standard,180.0,0.022,-0.324,,,,0.324,,-4,4,0.162,0.838,37,28,38,28,1,0,6.0,2.0,,4.0,2.27,-0.43,0.43,45.3
37,SI,2024-04-16,90.4,1.77,6.33,"Miley, Wade",640492,489119,,foul,,,,,11.0,José Azocar called out on strikes.,R,R,L,MIL,SD,S,,,1,2,2024,1.09,0.8,-0.55,3.49,669134.0,,666703.0,2,1,Top,,,,,,,-8.09578019707349,-131.41988103303538,-2.85668444580418,14.359112392532989,26.428421001834423,-22.50138262614388,3.24,1.58,179.0,74.2,18.0,90.5,2281.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.2,,,,,,,,9,4,Sinker,0,4,4,0,4,0,4,0,Standard,Standard,159.0,0.0,0.0,,,,0.0,88.0,-4,4,0.162,0.838,37,28,38,28,1,0,6.0,2.0,,4.0,1.99,1.09,-1.09,49.8
38,FC,2024-04-16,87.2,1.85,6.28,"Miley, Wade",640492,489119,,foul,,,,,13.0,José Azocar called out on strikes.,R,R,L,MIL,SD,S,,,1,1,2024,-0.01,0.61,-1.2,2.2,669134.0,,666703.0,2,1,Top,,,,,,,-7.301362747336326,-126.81756433981604,-4.964038521560575,1.2523903502830072,23.57660463130011,-24.762865176018384,3.24,1.58,4.0,83.3,-26.0,87.5,2396.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.18,,,,,,,,9,3,Cutter,0,4,4,0,4,0,4,0,Standard,Standard,179.0,0.0,-0.131,67.1,6.7,,0.131,88.0,-4,4,0.162,0.838,37,28,38,28,1,0,6.0,2.0,,4.0,2.37,-0.01,0.01,51.4
39,FF,2024-04-16,89.3,1.75,6.27,"Miley, Wade",640492,489119,,foul,,,,,11.0,José Azocar called out on strikes.,R,R,L,MIL,SD,S,,,1,0,2024,0.21,1.3,-0.97,3.49,669134.0,,666703.0,2,1,Top,,,,,,,-7.129489384055773,-129.80085028027884,-3.5275557168416,3.908530328345572,27.581425570203187,-16.921895574260372,3.24,1.58,121.0,50.6,32.0,89.1,2206.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.25,,,,,,,,9,2,4-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Standard,153.0,0.0,-0.075,,,,0.075,88.0,-4,4,0.162,0.838,37,28,38,28,1,0,6.0,2.0,,4.0,1.57,0.21,-0.21,51.5
40,FC,2024-04-16,87.3,1.78,6.28,"Miley, Wade",640492,489119,,ball,,,,,11.0,José Azocar called out on strikes.,R,R,L,MIL,SD,B,,,0,0,2024,-0.29,0.71,-1.64,2.75,669134.0,,666703.0,2,1,Top,,,,,,,-7.623425515363676,-127.00250707431756,-3.81200262763508,-1.6132386226269355,25.26817120680761,-23.93367196587853,3.42,1.76,,,,87.3,2294.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.26,,,,,,,,9,1,Cutter,0,4,4,0,4,0,4,0,Standard,Standard,173.0,0.0,0.05,,,,-0.05,,-4,4,0.162,0.838,37,28,38,28,1,0,6.0,2.0,,4.0,2.28,-0.29,0.29,53.4
41,CH,2024-04-16,84.1,2.28,6.02,"Miley, Wade",666703,489119,single,hit_into_play,,,,,9.0,Eguy Rosario singles on a ground ball to third baseman Joey Ortiz.   Luis Campusano to 3rd.,R,R,L,MIL,SD,X,5.0,ground_ball,2,2,2024,1.3,0.63,0.72,1.78,,669134.0,,2,1,Top,112.18,186.5,,,,,-6.195769560246768,-122.33754916414006,-4.679457774795762,14.27908608185632,24.00490245284596,-25.15328376562233,3.31,1.59,1.0,76.6,-67.0,84.1,1891.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.22,0.32,0.299,0.9,1.0,1.0,0.0,2.0,8,6,Changeup,0,4,4,0,4,0,4,0,Standard,Strategic,138.0,-0.006,0.802,74.9,8.3,0.341,-0.802,88.0,-4,4,0.168,0.832,37,24,38,25,1,0,6.0,1.0,,3.0,2.6,1.3,-1.3,45.6
42,SI,2024-04-16,89.5,1.62,6.26,"Miley, Wade",666703,489119,,ball,,,,,11.0,Eguy Rosario singles on a ground ball to third baseman Joey Ortiz.   Luis Campusano to 3rd.,R,R,L,MIL,SD,B,,,1,2,2024,1.1,1.07,-1.01,2.63,,669134.0,,2,1,Top,,,,,,,-8.816375478410517,-130.06299280884363,-5.211968602514258,14.33029674211394,26.41932722846113,-19.106268662373434,3.29,1.64,,,,89.6,2260.0,6.4,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.12,,,,,,,,8,5,Sinker,0,4,4,0,4,0,4,0,Standard,Strategic,162.0,0.0,0.041,,,,-0.041,,-4,4,0.168,0.832,37,24,38,25,1,0,6.0,1.0,,3.0,1.78,1.1,-1.1,52.2
43,SI,2024-04-16,90.4,1.75,6.27,"Miley, Wade",666703,489119,,foul,,,,,5.0,Eguy Rosario singles on a ground ball to third baseman Joey Ortiz.   Luis Campusano to 3rd.,R,R,L,MIL,SD,S,,,1,2,2024,1.17,0.87,0.02,2.64,,669134.0,,2,1,Top,,,,,,,-6.801522785168901,-131.43441133542916,-4.936834303563661,14.987280548575718,27.916982802562966,-21.24197334495844,3.31,1.59,142.0,72.7,70.0,90.2,2343.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.26,,,,,,,,8,4,Sinker,0,4,4,0,4,0,4,0,Standard,Strategic,158.0,0.0,0.0,68.7,6.9,,0.0,88.0,-4,4,0.168,0.832,37,24,38,25,1,0,6.0,1.0,,3.0,1.93,1.17,-1.17,53.5
44,CH,2024-04-16,84.7,2.19,6.03,"Miley, Wade",666703,489119,,blocked_ball,,,,,14.0,Eguy Rosario singles on a ground ball to third baseman Joey Ortiz.   Luis Campusano to 3rd.,R,R,L,MIL,SD,B,,,0,2,2024,1.33,0.68,0.85,0.08,,669134.0,,2,1,Top,,,,,,,-5.776537797598615,-123.04529781830492,-8.933675321479955,14.664718805595632,22.66208503267554,-23.710645114170568,3.24,1.62,,,,84.8,1971.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.21,,,,,,,,8,3,Changeup,0,4,4,0,4,0,4,0,Standard,Strategic,129.0,0.0,0.02,,,,-0.02,,-4,4,0.168,0.832,37,24,38,25,1,0,6.0,1.0,,3.0,2.49,1.33,-1.33,44.0
45,FF,2024-04-16,90.6,1.71,6.33,"Miley, Wade",666703,489119,,foul,,,,,1.0,Eguy Rosario singles on a ground ball to third baseman Joey Ortiz.   Luis Campusano to 3rd.,R,R,L,MIL,SD,S,,,0,1,2024,0.12,1.49,-0.45,2.82,,669134.0,,2,1,Top,,,,,,,-5.631508467167094,-131.77716914913893,-6.062384671322046,2.4746712704856955,26.378026817909117,-13.655569144011356,3.31,1.59,151.0,61.0,57.0,90.6,2311.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.29,,,,,,,,8,2,4-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Strategic,157.0,0.0,-0.074,70.0,7.0,,0.074,88.0,-4,4,0.168,0.832,37,24,38,25,1,0,6.0,1.0,,3.0,1.27,0.12,-0.12,53.2
46,SI,2024-04-16,88.9,1.7,6.25,"Miley, Wade",666703,489119,,called_strike,,,,,4.0,Eguy Rosario singles on a ground ball to third baseman Joey Ortiz.   Luis Campusano to 3rd.,R,R,L,MIL,SD,S,,,0,0,2024,1.07,1.1,-0.52,2.83,,669134.0,,2,1,Top,,,,,,,-7.680392455208287,-129.2447170951364,-4.660147333497829,13.578340373748915,25.421602741823623,-19.05124105200591,3.36,1.68,,,,89.1,2220.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.18,,,,,,,,8,1,Sinker,0,4,4,0,4,0,4,0,Standard,Strategic,153.0,0.0,-0.045,,,,0.045,,-4,4,0.168,0.832,37,24,38,25,1,0,6.0,1.0,,3.0,1.78,1.07,-1.07,50.2
47,FC,2024-04-16,89.0,1.87,6.28,"Miley, Wade",701538,489119,strikeout,called_strike,,,,,13.0,Jackson Merrill called out on strikes.,R,L,L,MIL,SD,S,2.0,,2,2,2024,-0.24,0.75,-0.92,1.89,,669134.0,,1,1,Top,,,,,,,-6.36136295011568,-129.51631997581987,-6.347490787359823,-1.4704361694700905,24.57216880144573,-22.671451958410856,3.59,1.72,,,,89.3,2445.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.25,,0.0,0.0,1.0,0.0,0.0,,7,6,Cutter,0,4,4,0,4,0,4,0,Standard,Standard,172.0,0.015,-0.265,,,,0.265,,-4,4,0.153,0.847,37,21,38,21,1,0,6.0,1.0,,1.0,2.11,-0.24,-0.24,50.7
48,SI,2024-04-16,90.4,1.92,6.3,"Miley, Wade",701538,489119,,foul,,,,,3.0,Jackson Merrill called out on strikes.,R,L,L,MIL,SD,S,,,2,2,2024,1.05,1.11,0.81,3.1,,669134.0,,1,1,Top,,,,,,,-5.019983126566395,-131.6619569049906,-4.421690769542579,13.296298695144218,26.24750602769564,-18.548557352166565,3.59,1.66,6.0,71.8,-27.0,90.6,2266.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.28,,,,,,,,7,5,Sinker,0,4,4,0,4,0,4,0,Standard,Standard,156.0,0.0,0.0,79.4,7.2,,0.0,88.0,-4,4,0.153,0.847,37,21,38,21,1,0,6.0,1.0,,1.0,1.66,1.05,1.05,49.5
49,SL,2024-04-16,79.7,2.2,5.98,"Miley, Wade",701538,489119,,blocked_ball,,,,,13.0,Jackson Merrill called out on strikes.,R,L,L,MIL,SD,B,,,1,2,2024,-0.85,0.13,-0.93,0.22,,669134.0,,1,1,Top,,,,,,,-5.271581699568831,-115.82695584451638,-6.0606854658845455,-6.491957217960696,23.64321675491923,-29.98084885085186,3.54,1.7,,,,79.1,2456.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.34,,,,,,,,7,4,Slider,0,4,4,0,4,0,4,0,Standard,Standard,287.0,0.0,0.022,,,,-0.022,,-4,4,0.153,0.847,37,21,38,21,1,0,6.0,1.0,,1.0,3.49,-0.85,-0.85,40.1
50,SI,2024-04-16,90.2,1.88,6.35,"Miley, Wade",701538,489119,,ball,,,,,14.0,Jackson Merrill called out on strikes.,R,L,L,MIL,SD,B,,,0,2,2024,0.97,0.86,1.72,2.03,,669134.0,,1,1,Top,,,,,,,-2.4604660825182725,-131.31058157415563,-6.61897293786399,11.731551392327606,26.907707830677506,-21.0600602669666,3.56,1.69,,,,90.2,2234.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.32,,,,,,,,7,3,Sinker,0,4,4,0,4,0,4,0,Standard,Standard,165.0,0.0,0.029,,,,-0.029,,-4,4,0.153,0.847,37,21,38,21,1,0,6.0,1.0,,1.0,1.93,0.97,0.97,54.6
51,SI,2024-04-16,89.8,1.87,6.28,"Miley, Wade",701538,489119,,swinging_strike,,,,,14.0,Jackson Merrill called out on strikes.,R,L,L,MIL,SD,S,,,0,1,2024,0.92,0.87,1.29,2.39,,669134.0,,1,1,Top,,,,,,,-3.3813297101072184,-130.70003719833048,-5.5137511609882734,11.28507758494674,26.92831248188643,-21.23404589596574,3.59,1.66,,,,89.9,2178.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.22,,,,,,,,7,2,Sinker,0,4,4,0,4,0,4,0,Standard,Standard,159.0,0.0,-0.08,70.8,6.4,,0.08,,-4,4,0.153,0.847,37,21,38,21,1,0,6.0,1.0,,1.0,1.95,0.92,0.92,51.0
52,FC,2024-04-16,88.4,1.88,6.28,"Miley, Wade",701538,489119,,called_strike,,,,,4.0,Jackson Merrill called out on strikes.,R,L,L,MIL,SD,S,,,0,0,2024,-0.04,0.73,-0.68,2.62,,669134.0,,1,1,Top,,,,,,,-6.150598759521047,-128.68083997851593,-4.39762605042875,0.8274415038260039,25.567054874309388,-23.36013180249225,3.63,1.75,,,,88.5,2220.0,6.2,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.28,,,,,,,,7,1,Cutter,0,4,4,0,4,0,4,0,Standard,Standard,171.0,0.0,-0.045,,,,0.045,,-4,4,0.153,0.847,37,21,38,21,1,0,6.0,1.0,,1.0,2.18,-0.04,-0.04,51.5
53,FC,2024-04-16,86.3,2.14,6.05,"Miley, Wade",669134,489119,field_error,hit_into_play,,,,,14.0,Luis Campusano reaches on a throwing error by third baseman Joey Ortiz.,R,R,L,MIL,SD,X,5.0,ground_ball,1,2,2024,-0.2,0.45,0.43,1.21,,,,1,1,Top,99.99,164.63,,,,,-3.653882050291911,-125.62631051248708,-6.2749815592774425,-1.4928563457644144,22.46628074733271,-26.394969957532027,3.46,1.63,3.0,73.7,-23.0,86.7,2291.0,6.3,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.23,0.029,0.044,0.9,1.0,0.0,0.0,2.0,6,4,Cutter,0,4,4,0,4,0,4,0,Standard,Standard,176.0,-0.011,0.337,60.8,7.7,0.029,-0.337,88.0,-4,4,0.172,0.828,37,25,38,26,1,0,6.0,1.0,,3.0,2.58,-0.2,0.2,45.9
54,SI,2024-04-16,89.3,1.87,6.19,"Miley, Wade",669134,489119,,foul,,,,,5.0,Luis Campusano reaches on a throwing error by third baseman Joey Ortiz.,R,R,L,MIL,SD,S,,,1,1,2024,1.07,1.09,-0.09,2.63,,,,1,1,Top,,,,,,,-7.083155820394641,-129.90943227156978,-5.063425056495171,13.589935764812862,26.56233089117813,-18.95131639975431,3.46,1.63,179.0,68.3,52.0,89.5,2297.0,6.4,746004,661388,641343,668930,687401,642715,686217,663368,694192,54.15,,,,,,,,6,3,Sinker,0,4,4,0,4,0,4,0,Standard,Strategic,160.0,0.0,-0.039,64.2,6.7,,0.039,88.0,-4,4,0.172,0.828,37,25,38,26,1,0,6.0,1.0,,3.0,1.76,1.07,-1.07,48.5
